arm_id	quant_family	ne11	kernel_name	kernel_family	observed_type	observed_ncols	launch_count	total_gpu_ns	path_evidence
sk-null-2b-q4k	Q4_K	17	void mul_mat_q<(ggml_type)14, (int)24, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q6_K	-	24	731043	observed
sk-null-2b-q4k	Q4_K	17	void mul_mat_q_stream_k_fixup<(ggml_type)14, (int)24, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q6_K	-	24	57312	observed
sk-null-2b-q4k	Q4_K	17	void mul_mat_vec_q<(ggml_type)14, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	1	14	2170480	observed
sk-null-2b-q4k	Q4_K	17	void mul_mat_vec_q<(ggml_type)14, (int)1, (bool)1, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	1	12	301218	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_q<(ggml_type)12, (int)24, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	126	2578995	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)24, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	126	309251	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_vec_q<(ggml_type)12, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	1	96	525987	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_vec_q<(ggml_type)12, (int)1, (bool)1, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q4_K	1	42	1387498	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_q<(ggml_type)12, (int)32, (bool)1>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q4_K	-	36	122529	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_q_stream_k_fixup<(ggml_type)12, (int)32, (bool)1>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q4_K	-	36	222819	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_q<(ggml_type)14, (int)24, (bool)0>(const char *, const int *, const int *, const int *, float *, float *, const float *, uint3, int, int, int, int, int, uint3, uint3, int, int, int, uint3, uint3, int, int, int, uint3)	MMQ	Q6_K	-	24	722245	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_q_stream_k_fixup<(ggml_type)14, (int)24, (bool)0>(const int *, const int *, float *, float *, uint3, int, int, int, uint3, int, uint3, int, uint3)	FIXUP	Q6_K	-	24	56929	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_vec_q<(ggml_type)14, (int)1, (bool)0, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	1	14	2150866	observed
sk-close-2b-q4k	Q4_K	17	void mul_mat_vec_q<(ggml_type)14, (int)1, (bool)1, (bool)0, (bool)0>(const void *, const void *, const int *, ggml_cuda_mm_fusion_args_device, float *, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, uint3, unsigned int, unsigned int, unsigned int, unsigned int)	MMVQ	Q6_K	1	12	313538	observed
