probe	device=NVIDIA GeForce RTX 4070 Ti	nvimgcodec=0.9.0	cvcuda=0.17.0	projector=lfm2	preprocessor=lfm2	resize_algo=bilinear	pad=none	patch_size=16	n_merge=2	image_size=256	min_pixels=65536	max_pixels=262144	mean=0.500000,0.500000,0.500000	std=0.500000,0.500000,0.500000
reference_decode	image=bars-baseline-420.jpg	encoded_bytes=12737	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=3	decoded_bytes=280800	digest=ca85e862d2bb1289
decode	image=bars-baseline-444.jpg	policy=hw	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-baseline-444.jpg	policy=hybrid	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=6864a3a3569f02eb	vs_stb_compared=280800	vs_stb_differing=1479	vs_stb_max_abs=3	vs_stb_identical=no
decode	image=bars-baseline-444.jpg	policy=cpu	status=success	codec=jpeg	decoder=libjpeg_turbo_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=7d291316628a9a32	vs_stb_compared=280800	vs_stb_differing=850	vs_stb_max_abs=2	vs_stb_identical=no
preproc	image=bars-baseline-444.jpg	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars-baseline-444.jpg	entry=0	width=352	height=256	elements=270336	digest=5eab4c1eb522dd8b
preproc_compare	image=bars-baseline-444.jpg	entry=0	op=resize_linear	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=13040	differing_fraction=0.048236	max_abs_f32=0.054902	max_abs_u8=7	digest=895cd99b79667831
preproc_compare	image=bars-baseline-444.jpg	entry=0	op=resize_cubic	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=36795	differing_fraction=0.136108	max_abs_f32=0.352941	max_abs_u8=45	digest=5bc366ceb5312f88
preproc_compare	image=bars-baseline-444.jpg	entry=0	op=hqresize_linear_aa	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=5122	differing_fraction=0.018947	max_abs_f32=0.0078432	max_abs_u8=1	digest=dc054d223adff371
preproc_compare	image=bars-baseline-444.jpg	entry=0	op=hqresize_cubic_aa	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=34741	differing_fraction=0.128510	max_abs_f32=0.290196	max_abs_u8=37	digest=5599479a87538c77
reference_decode	image=bars-gray.jpg	encoded_bytes=10337	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=1	decoded_bytes=280800	digest=800ccd304882f3d0
decode	image=bars-gray.jpg	policy=any	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=d82adfb49f5cb66c	vs_stb_compared=280800	vs_stb_differing=1290	vs_stb_max_abs=1	vs_stb_identical=no
decode	image=bars-gray.jpg	policy=gpu	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-gray.jpg	policy=hw	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-gray.jpg	policy=hybrid	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=d82adfb49f5cb66c	vs_stb_compared=280800	vs_stb_differing=1290	vs_stb_max_abs=1	vs_stb_identical=no
decode	image=bars-gray.jpg	policy=cpu	status=success	codec=jpeg	decoder=libjpeg_turbo_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=a5185c5178ddda1b	vs_stb_compared=280800	vs_stb_differing=831	vs_stb_max_abs=1	vs_stb_identical=no
preproc	image=bars-gray.jpg	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars-gray.jpg	entry=0	width=352	height=256	elements=270336	digest=e4cdb47e85591247
preproc_compare	image=bars-gray.jpg	entry=0	op=resize_linear	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=12882	differing_fraction=0.047652	max_abs_f32=0.054902	max_abs_u8=7	digest=eb9eedb97b84836b
preproc_compare	image=bars-gray.jpg	entry=0	op=resize_cubic	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=34812	differing_fraction=0.128773	max_abs_f32=0.352941	max_abs_u8=45	digest=0bcd8cb8bb010849
preproc_compare	image=bars-gray.jpg	entry=0	op=hqresize_linear_aa	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=4800	differing_fraction=0.017756	max_abs_f32=0.0078432	max_abs_u8=1	digest=7e3a82e2a1c12bce
preproc_compare	image=bars-gray.jpg	entry=0	op=hqresize_cubic_aa	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=33486	differing_fraction=0.123868	max_abs_f32=0.290196	max_abs_u8=37	digest=ebcc49a0fb2072d8
reference_decode	image=bars-large.png	encoded_bytes=8387	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=1080	height=780	source_channels=3	decoded_bytes=2527200	digest=9cbf652c502495c3
decode	image=bars-large.png	policy=any	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=1080	height=780	decoded_bytes=2527200	output_memory=device	digest=9cbf652c502495c3	vs_stb_compared=2527200	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
decode	image=bars-large.png	policy=gpu	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=1080	height=780	decoded_bytes=2527200	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-large.png	policy=hw	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=1080	height=780	decoded_bytes=2527200	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-large.png	policy=hybrid	status=can_decode:codec_unsupported	codec=png	decoder=-	extensions=nvimgcodec	width=1080	height=780	decoded_bytes=2527200	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-large.png	policy=cpu	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=1080	height=780	decoded_bytes=2527200	output_memory=device	digest=9cbf652c502495c3	vs_stb_compared=2527200	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
preproc	image=bars-large.png	entries=6	grid_x=3	grid_y=2	has_overview=yes
preproc_entry	image=bars-large.png	entry=0	width=512	height=512	elements=786432	digest=1806a0c54144802d
preproc_entry	image=bars-large.png	entry=1	width=512	height=512	elements=786432	digest=29c96105c49bbe13
preproc_entry	image=bars-large.png	entry=2	width=512	height=512	elements=786432	digest=ab6c97cd19da1383
preproc_entry	image=bars-large.png	entry=3	width=512	height=512	elements=786432	digest=7f920e9fadb6637a
preproc_entry	image=bars-large.png	entry=4	width=512	height=512	elements=786432	digest=b2b24b7754fa4f69
preproc_entry	image=bars-large.png	entry=5	width=512	height=512	elements=786432	digest=9f5143e248fdcbfc
preproc_compare	image=bars-large.png	entry=0	op=-	result=not_run	reason=tiled_layout
reference_decode	image=bars-palette.png	encoded_bytes=698	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=3	decoded_bytes=280800	digest=85242850f11335c3
decode	image=bars-palette.png	policy=any	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=85242850f11335c3	vs_stb_compared=280800	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
decode	image=bars-palette.png	policy=gpu	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-palette.png	policy=hw	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-palette.png	policy=hybrid	status=can_decode:codec_unsupported	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-palette.png	policy=cpu	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=85242850f11335c3	vs_stb_compared=280800	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
preproc	image=bars-palette.png	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars-palette.png	entry=0	width=352	height=256	elements=270336	digest=dcfbd293baa5956c
preproc_compare	image=bars-palette.png	entry=0	op=resize_linear	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=9837	differing_fraction=0.036388	max_abs_f32=0.054902	max_abs_u8=7	digest=2d77bd441ae51e7f
preproc_compare	image=bars-palette.png	entry=0	op=resize_cubic	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=26924	differing_fraction=0.099595	max_abs_f32=0.345098	max_abs_u8=44	digest=64bc316c4be4f971
preproc_compare	image=bars-palette.png	entry=0	op=hqresize_linear_aa	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=1717	differing_fraction=0.006351	max_abs_f32=0.0078432	max_abs_u8=1	digest=7840a8ab56ac483b
preproc_compare	image=bars-palette.png	entry=0	op=hqresize_cubic_aa	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=26915	differing_fraction=0.099561	max_abs_f32=0.282353	max_abs_u8=36	digest=1e9d1360094fad4c
reference_decode	image=bars.png	encoded_bytes=1728	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=3	decoded_bytes=280800	digest=85242850f11335c3
decode	image=bars.png	policy=any	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=85242850f11335c3	vs_stb_compared=280800	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
decode	image=bars.png	policy=gpu	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars.png	policy=hw	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars.png	policy=hybrid	status=can_decode:codec_unsupported	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars.png	policy=cpu	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=85242850f11335c3	vs_stb_compared=280800	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
preproc	image=bars.png	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars.png	entry=0	width=352	height=256	elements=270336	digest=dcfbd293baa5956c
preproc_compare	image=bars.png	entry=0	op=resize_linear	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=9837	differing_fraction=0.036388	max_abs_f32=0.054902	max_abs_u8=7	digest=2d77bd441ae51e7f
preproc_compare	image=bars.png	entry=0	op=resize_cubic	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=26924	differing_fraction=0.099595	max_abs_f32=0.345098	max_abs_u8=44	digest=64bc316c4be4f971
preproc_compare	image=bars.png	entry=0	op=hqresize_linear_aa	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=1717	differing_fraction=0.006351	max_abs_f32=0.0078432	max_abs_u8=1	digest=7840a8ab56ac483b
preproc_compare	image=bars.png	entry=0	op=hqresize_cubic_aa	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=26915	differing_fraction=0.099561	max_abs_f32=0.282353	max_abs_u8=36	digest=1e9d1360094fad4c
reference_decode	image=bars-progressive.jpg	encoded_bytes=9670	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=3	decoded_bytes=280800	digest=ca85e862d2bb1289
decode	image=bars-progressive.jpg	policy=any	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=d748a2fbb1ae5ef4	vs_stb_compared=280800	vs_stb_differing=7785	vs_stb_max_abs=3	vs_stb_identical=no
decode	image=bars-progressive.jpg	policy=gpu	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-progressive.jpg	policy=hw	status=decoder_create:arch_mismatch	codec=jpeg	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-progressive.jpg	policy=hybrid	status=success	codec=jpeg	decoder=nvjpeg_cuda_decoder	extensions=nvimgcodec,nvjpeg_cuda_decoder	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=d748a2fbb1ae5ef4	vs_stb_compared=280800	vs_stb_differing=7785	vs_stb_max_abs=3	vs_stb_identical=no
decode	image=bars-progressive.jpg	policy=cpu	status=success	codec=jpeg	decoder=libjpeg_turbo_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=6cf7bd81007afbf1	vs_stb_compared=280800	vs_stb_differing=6971	vs_stb_max_abs=3	vs_stb_identical=no
preproc	image=bars-progressive.jpg	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars-progressive.jpg	entry=0	width=352	height=256	elements=270336	digest=e3f9adcd31260f36
preproc_compare	image=bars-progressive.jpg	entry=0	op=resize_linear	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=14667	differing_fraction=0.054255	max_abs_f32=0.054902	max_abs_u8=7	digest=1dab1043cf0db711
preproc_compare	image=bars-progressive.jpg	entry=0	op=resize_cubic	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=39646	differing_fraction=0.146655	max_abs_f32=0.352941	max_abs_u8=45	digest=6136fc8bb8da4a3d
preproc_compare	image=bars-progressive.jpg	entry=0	op=hqresize_linear_aa	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=6136	differing_fraction=0.022698	max_abs_f32=0.0078432	max_abs_u8=1	digest=2684e9eabaffba43
preproc_compare	image=bars-progressive.jpg	entry=0	op=hqresize_cubic_aa	source=stb_upload	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=36552	differing_fraction=0.135210	max_abs_f32=0.290196	max_abs_u8=37	digest=b9753cf609dbf19d
reference_decode	image=bars-rgba.png	encoded_bytes=1706	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=360	height=260	source_channels=4	decoded_bytes=280800	digest=85242850f11335c3
decode	image=bars-rgba.png	policy=any	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=85242850f11335c3	vs_stb_compared=280800	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
decode	image=bars-rgba.png	policy=gpu	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-rgba.png	policy=hw	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-rgba.png	policy=hybrid	status=can_decode:codec_unsupported	codec=png	decoder=-	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=bars-rgba.png	policy=cpu	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=360	height=260	decoded_bytes=280800	output_memory=device	digest=85242850f11335c3	vs_stb_compared=280800	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
preproc	image=bars-rgba.png	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=bars-rgba.png	entry=0	width=352	height=256	elements=270336	digest=dcfbd293baa5956c
preproc_compare	image=bars-rgba.png	entry=0	op=resize_linear	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=9837	differing_fraction=0.036388	max_abs_f32=0.054902	max_abs_u8=7	digest=2d77bd441ae51e7f
preproc_compare	image=bars-rgba.png	entry=0	op=resize_cubic	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=26924	differing_fraction=0.099595	max_abs_f32=0.345098	max_abs_u8=44	digest=64bc316c4be4f971
preproc_compare	image=bars-rgba.png	entry=0	op=hqresize_linear_aa	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=1717	differing_fraction=0.006351	max_abs_f32=0.0078432	max_abs_u8=1	digest=7840a8ab56ac483b
preproc_compare	image=bars-rgba.png	entry=0	op=hqresize_cubic_aa	source=device_decode	target=352x256	resample=352x256	pad=none	offset=0,0	result=differs	compared=270336	differing=26915	differing_fraction=0.099561	max_abs_f32=0.282353	max_abs_u8=36	digest=1e9d1360094fad4c
reference_decode	image=page.png	encoded_bytes=2316	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=460	height=320	source_channels=3	decoded_bytes=441600	digest=698968c5b23e0b03
decode	image=page.png	policy=any	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=460	height=320	decoded_bytes=441600	output_memory=device	digest=698968c5b23e0b03	vs_stb_compared=441600	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
decode	image=page.png	policy=gpu	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=460	height=320	decoded_bytes=441600	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=page.png	policy=hw	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=460	height=320	decoded_bytes=441600	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=page.png	policy=hybrid	status=can_decode:codec_unsupported	codec=png	decoder=-	extensions=nvimgcodec	width=460	height=320	decoded_bytes=441600	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=page.png	policy=cpu	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=460	height=320	decoded_bytes=441600	output_memory=device	digest=698968c5b23e0b03	vs_stb_compared=441600	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
preproc	image=page.png	entries=1	grid_x=0	grid_y=0	has_overview=no
preproc_entry	image=page.png	entry=0	width=448	height=320	elements=430080	digest=ce31bcd50c5d748f
preproc_compare	image=page.png	entry=0	op=resize_linear	source=device_decode	target=448x320	resample=448x320	pad=none	offset=0,0	result=differs	compared=430080	differing=26741	differing_fraction=0.062177	max_abs_f32=0.0784314	max_abs_u8=10	digest=6f786b4f8f7f9c81
preproc_compare	image=page.png	entry=0	op=resize_cubic	source=device_decode	target=448x320	resample=448x320	pad=none	offset=0,0	result=differs	compared=430080	differing=57500	differing_fraction=0.133696	max_abs_f32=0.258824	max_abs_u8=33	digest=1512db572436d539
preproc_compare	image=page.png	entry=0	op=hqresize_linear_aa	source=device_decode	target=448x320	resample=448x320	pad=none	offset=0,0	result=differs	compared=430080	differing=150	differing_fraction=0.000349	max_abs_f32=0.00784314	max_abs_u8=1	digest=afa233dc43ec4d0b
preproc_compare	image=page.png	entry=0	op=hqresize_cubic_aa	source=device_decode	target=448x320	resample=448x320	pad=none	offset=0,0	result=differs	compared=430080	differing=58320	differing_fraction=0.135603	max_abs_f32=0.203922	max_abs_u8=26	digest=75b341f0b121e061
reference_decode	image=shapes.png	encoded_bytes=1030	decoder=stb_image	backend_kind=cpu_only	output_memory=host	width=320	height=200	source_channels=3	decoded_bytes=192000	digest=d50b84d382e3e68d
decode	image=shapes.png	policy=any	status=success	codec=png	decoder=opencv_png_decoder	extensions=nvimgcodec	width=320	height=200	decoded_bytes=192000	output_memory=device	digest=d50b84d382e3e68d	vs_stb_compared=192000	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=yes
decode	image=shapes.png	policy=gpu	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=320	height=200	decoded_bytes=192000	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=shapes.png	policy=hw	status=decoder_create:arch_mismatch	codec=png	decoder=-	extensions=nvimgcodec	width=320	height=200	decoded_bytes=192000	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
decode	image=shapes.png	policy=hybrid	status=can_decode:codec_unsupported	codec=png	decoder=-	extensions=nvimgcodec	width=320	height=200	decoded_bytes=192000	output_memory=device	digest=-	vs_stb_compared=0	vs_stb_differing=0	vs_stb_max_abs=0	vs_stb_identical=n/a
